goal,difficulty,age,weight_kg,height_cm,gender,activity_level,muscle_group,exercise_name,exercise_type,sets,reps,duration_sec,rest_sec,order_in_workout,met_value,estimated_calories
Maintain Weight,Beginner,52,95,176,male,very_active,Chest,Dips,strength,2,9,0,48,3,4.0,18.4
Maintain Weight,Beginner,52,95,176,male,very_active,Legs,Calf Raises,strength,2,9,0,48,4,2.5,11.5
Maintain Weight,Beginner,52,95,176,male,very_active,Shoulders,Arnold Press,strength,2,9,0,48,5,4.0,18.4
Muscle Gain,Beginner,33,111,183,male,light,Chest,Dips,strength,3,6,0,72,1,4.0,40.0
Muscle Gain,Beginner,33,111,183,male,light,Back,Seated Cable Row,strength,3,6,0,72,2,3.5,35.0
Muscle Gain,Beginner,33,111,183,male,light,Legs,Romanian Deadlift,strength,3,6,0,72,3,5.0,49.9
Muscle Gain,Beginner,33,111,183,male,light,Shoulders,Lateral Raise,strength,3,6,0,72,4,3.0,30.0
Muscle Gain,Beginner,33,111,183,male,light,Arms,Tricep Pushdown,strength,3,6,0,72,5,3.0,30.0
Muscle Gain,Beginner,40,64,185,male,sedentary,Chest,Incline Dumbbell Press,strength,3,6,0,72,1,4.5,25.9
Muscle Gain,Beginner,40,64,185,male,sedentary,Back,Deadlift,strength,3,6,0,72,2,6.0,34.6
Muscle Gain,Beginner,40,64,185,male,sedentary,Legs,Calf Raises,strength,3,6,0,72,3,2.5,14.4
Muscle Gain,Beginner,40,64,185,male,sedentary,Shoulders,Overhead Press,strength,3,6,0,72,4,5.0,28.8
Muscle Gain,Beginner,40,64,185,male,sedentary,Arms,Bicep Curl,strength,3,6,0,72,5,3.0,17.3
Weight Loss,Beginner,38,58,192,female,moderate,Cardio,Mountain Climbers,cardio,2,0,24,24,1,8.0,6.2
Weight Loss,Beginner,38,58,192,female,moderate,Core,Plank,strength,2,12,0,24,2,3.5,7.4
Weight Loss,Beginner,38,58,192,female,moderate,Full Body,Clean and Press,cardio,2,0,24,24,3,9.0,7.0
Weight Loss,Beginner,38,58,192,female,moderate,Legs,Calf Raises,strength,2,12,0,24,4,2.5,5.3
Maintain Weight,Beginner,47,69,187,male,active,Cardio,Cycling,cardio,2,0,24,48,1,7.5,6.9
Maintain Weight,Beginner,47,69,187,male,active,Core,Leg Raises,strength,2,9,0,48,2,3.0,10.0
Maintain Weight,Beginner,47,69,187,male,active,Chest,Dips,strength,2,9,0,48,3,4.0,13.3
Maintain Weight,Beginner,47,69,187,male,active,Legs,Romanian Deadlift,strength,2,9,0,48,4,5.0,16.7
Maintain Weight,Beginner,47,69,187,male,active,Shoulders,Face Pull,strength,2,9,0,48,5,3.0,10.0
Maintain Weight,Beginner,42,60,185,female,active,Cardio,Cycling,cardio,2,0,24,48,1,7.5,6.0
Maintain Weight,Beginner,42,60,185,female,active,Core,Russian Twist,strength,2,9,0,48,2,3.5,10.2
Maintain Weight,Beginner,42,60,185,female,active,Chest,Cable Fly,strength,2,9,0,48,3,3.5,10.2
Maintain Weight,Beginner,42,60,185,female,active,Legs,Leg Press,strength,2,9,0,48,4,5.0,14.5
Maintain Weight,Beginner,42,60,185,female,active,Shoulders,Face Pull,strength,2,9,0,48,5,3.0,8.7
Weight Loss,Advanced,18,78,158,male,active,Cardio,Battle Ropes,cardio,3,0,36,36,1,10.0,23.4
Weight Loss,Advanced,18,78,158,male,active,Core,Leg Raises,strength,3,18,0,36,2,3.0,16.4
Weight Loss,Advanced,18,78,158,male,active,Full Body,Battle Ropes,cardio,3,0,36,36,3,10.0,23.4
Weight Loss,Advanced,18,78,158,male,active,Legs,Calf Raises,strength,3,18,0,36,4,2.5,13.7
Weight Loss,Beginner,30,101,186,male,light,Cardio,Mountain Climbers,cardio,2,0,24,24,1,8.0,10.8
Weight Loss,Beginner,30,101,186,male,light,Core,Leg Raises,strength,2,12,0,24,2,3.0,11.1
Weight Loss,Beginner,30,101,186,male,light,Full Body,Battle Ropes,cardio,2,0,24,24,3,10.0,13.5
Weight Loss,Beginner,30,101,186,male,light,Legs,Squat,strength,2,12,0,24,4,6.0,22.2
Weight Loss,Advanced,51,119,171,female,sedentary,Cardio,Running,cardio,3,0,36,36,1,9.8,35.0
Weight Loss,Advanced,51,119,171,female,sedentary,Core,Leg Raises,strength,3,18,0,36,2,3.0,25.0
Weight Loss,Advanced,51,119,171,female,sedentary,Full Body,Burpees,cardio,3,0,36,36,3,10.0,35.7
Weight Loss,Advanced,51,119,171,female,sedentary,Legs,Lunges,strength,3,18,0,36,4,4.5,37.5
Weight Loss,Advanced,50,66,173,male,sedentary,Cardio,Box Jumps,cardio,3,0,36,36,1,10.0,19.8
Weight Loss,Advanced,50,66,173,male,sedentary,Core,Russian Twist,strength,3,18,0,36,2,3.5,16.2
Weight Loss,Advanced,50,66,173,male,sedentary,Full Body,Thruster,cardio,3,0,36,36,3,9.5,18.8
Weight Loss,Advanced,50,66,173,male,sedentary,Legs,Squat,strength,3,18,0,36,4,6.0,27.7
Muscle Gain,Intermediate,52,72,164,male,moderate,Chest,Incline Dumbbell Press,strength,4,8,0,90,1,4.5,41.0
Muscle Gain,Intermediate,52,72,164,male,moderate,Back,Lat Pulldown,strength,4,8,0,90,2,3.5,31.9
Muscle Gain,Intermediate,52,72,164,male,moderate,Legs,Romanian Deadlift,strength,4,8,0,90,3,5.0,45.6
Muscle Gain,Intermediate,52,72,164,male,moderate,Shoulders,Arnold Press,strength,4,8,0,90,4,4.0,36.5
Muscle Gain,Intermediate,52,72,164,male,moderate,Arms,Hammer Curl,strength,4,8,0,90,5,3.0,27.4
Muscle Gain,Advanced,51,117,192,female,very_active,Chest,Push Up,strength,4,9,0,108,1,3.8,57.8
Muscle Gain,Advanced,51,117,192,female,very_active,Back,Lat Pulldown,strength,4,9,0,108,2,3.5,53.2
Muscle Gain,Advanced,51,117,192,female,very_active,Legs,Leg Press,strength,4,9,0,108,3,5.0,76.0
Muscle Gain,Advanced,51,117,192,female,very_active,Shoulders,Lateral Raise,strength,4,9,0,108,4,3.0,45.6
Muscle Gain,Advanced,51,117,192,female,very_active,Arms,Hammer Curl,strength,4,9,0,108,5,3.0,45.6
Weight Loss,Beginner,37,99,170,female,sedentary,Cardio,Kettlebell Swing,cardio,2,0,24,24,1,9.0,11.9
Weight Loss,Beginner,37,99,170,female,sedentary,Core,Ab Wheel Rollout,strength,2,12,0,24,2,4.0,14.5
Weight Loss,Beginner,37,99,170,female,sedentary,Full Body,Clean and Press,cardio,2,0,24,24,3,9.0,11.9
Weight Loss,Beginner,37,99,170,female,sedentary,Legs,Leg Press,strength,2,12,0,24,4,5.0,18.1
Weight Loss,Intermediate,25,70,176,female,light,Cardio,Battle Ropes,cardio,3,0,30,30,1,10.0,17.5
Weight Loss,Intermediate,25,70,176,female,light,Core,Leg Raises,strength,3,15,0,30,2,3.0,13.1
Weight Loss,Intermediate,25,70,176,female,light,Full Body,Burpees,cardio,3,0,30,30,3,10.0,17.5
Weight Loss,Intermediate,25,70,176,female,light,Legs,Lunges,strength,3,15,0,30,4,4.5,19.7
Muscle Gain,Intermediate,38,75,188,female,light,Chest,Incline Dumbbell Press,strength,4,8,0,90,1,4.5,42.8
Muscle Gain,Intermediate,38,75,188,female,light,Back,Deadlift,strength,4,8,0,90,2,6.0,57.0
Muscle Gain,Intermediate,38,75,188,female,light,Legs,Squat,strength,4,8,0,90,3,6.0,57.0
Muscle Gain,Intermediate,38,75,188,female,light,Shoulders,Face Pull,strength,4,8,0,90,4,3.0,28.5
Muscle Gain,Intermediate,38,75,188,female,light,Arms,Tricep Pushdown,strength,4,8,0,90,5,3.0,28.5
Muscle Gain,Advanced,40,88,169,male,active,Chest,Push Up,strength,4,9,0,108,1,3.8,43.5
Muscle Gain,Advanced,40,88,169,male,active,Back,Seated Cable Row,strength,4,9,0,108,2,3.5,40.0
Muscle Gain,Advanced,40,88,169,male,active,Legs,Romanian Deadlift,strength,4,9,0,108,3,5.0,57.2
Muscle Gain,Advanced,40,88,169,male,active,Shoulders,Front Raise,strength,4,9,0,108,4,3.0,34.3
Muscle Gain,Advanced,40,88,169,male,active,Arms,Bicep Curl,strength,4,9,0,108,5,3.0,34.3
Maintain Weight,Intermediate,34,78,191,male,moderate,Cardio,Battle Ropes,cardio,3,0,30,60,1,10.0,19.5
Maintain Weight,Intermediate,34,78,191,male,moderate,Core,Crunches,strength,3,12,0,60,2,3.0,18.7
Maintain Weight,Intermediate,34,78,191,male,moderate,Chest,Cable Fly,strength,3,12,0,60,3,3.5,21.8
Maintain Weight,Intermediate,34,78,191,male,moderate,Legs,Squat,strength,3,12,0,60,4,6.0,37.4
Maintain Weight,Intermediate,34,78,191,male,moderate,Shoulders,Overhead Press,strength,3,12,0,60,5,5.0,31.2
Weight Loss,Advanced,49,94,189,male,light,Cardio,Box Jumps,cardio,3,0,36,36,1,10.0,28.2
Weight Loss,Advanced,49,94,189,male,light,Core,Ab Wheel Rollout,strength,3,18,0,36,2,4.0,26.3
Weight Loss,Advanced,49,94,189,male,light,Full Body,Burpees,cardio,3,0,36,36,3,10.0,28.2
Weight Loss,Advanced,49,94,189,male,light,Legs,Calf Raises,strength,3,18,0,36,4,2.5,16.5
Muscle Gain,Beginner,49,70,178,female,active,Chest,Push Up,strength,3,6,0,72,1,3.8,23.9
Muscle Gain,Beginner,49,70,178,female,active,Back,Seated Cable Row,strength,3,6,0,72,2,3.5,22.1
Muscle Gain,Beginner,49,70,178,female,active,Legs,Leg Press,strength,3,6,0,72,3,5.0,31.5
Muscle Gain,Beginner,49,70,178,female,active,Shoulders,Face Pull,strength,3,6,0,72,4,3.0,18.9
Muscle Gain,Beginner,49,70,178,female,active,Arms,Bicep Curl,strength,3,6,0,72,5,3.0,18.9
Weight Loss,Advanced,40,71,158,female,active,Cardio,Mountain Climbers,cardio,3,0,36,36,1,8.0,17.0
Weight Loss,Advanced,40,71,158,female,active,Core,Russian Twist,strength,3,18,0,36,2,3.5,17.4
Weight Loss,Advanced,40,71,158,female,active,Full Body,Kettlebell Swing,cardio,3,0,36,36,3,9.0,19.2
Weight Loss,Advanced,40,71,158,female,active,Legs,Leg Press,strength,3,18,0,36,4,5.0,24.9
Weight Loss,Beginner,18,119,159,male,very_active,Cardio,Cycling,cardio,2,0,24,24,1,7.5,11.9
Weight Loss,Beginner,18,119,159,male,very_active,Core,Crunches,strength,2,12,0,24,2,3.0,13.1
Weight Loss,Beginner,18,119,159,male,very_active,Full Body,Battle Ropes,cardio,2,0,24,24,3,10.0,15.9
Weight Loss,Beginner,18,119,159,male,very_active,Legs,Romanian Deadlift,strength,2,12,0,24,4,5.0,21.8
Maintain Weight,Advanced,20,114,181,female,active,Cardio,Burpees,cardio,3,0,36,72,1,10.0,34.2
Maintain Weight,Advanced,20,114,181,female,active,Core,Russian Twist,strength,3,14,0,72,2,3.5,33.9
Maintain Weight,Advanced,20,114,181,female,active,Chest,Cable Fly,strength,3,14,0,72,3,3.5,33.9
Maintain Weight,Advanced,20,114,181,female,active,Legs,Leg Press,strength,3,14,0,72,4,5.0,48.5
Maintain Weight,Advanced,20,114,181,female,active,Shoulders,Face Pull,strength,3,14,0,72,5,3.0,29.1
Muscle Gain,Intermediate,49,114,192,male,moderate,Chest,Push Up,strength,4,8,0,90,1,3.8,54.9
Muscle Gain,Intermediate,49,114,192,male,moderate,Back,Bent Over Row,strength,4,8,0,90,2,5.0,72.2
Muscle Gain,Intermediate,49,114,192,male,moderate,Legs,Leg Press,strength,4,8,0,90,3,5.0,72.2
Muscle Gain,Intermediate,49,114,192,male,moderate,Shoulders,Arnold Press,strength,4,8,0,90,4,4.0,57.8
Muscle Gain,Intermediate,49,114,192,male,moderate,Arms,Bicep Curl,strength,4,8,0,90,5,3.0,43.3
Weight Loss,Beginner,40,95,164,female,active,Cardio,Running,cardio,2,0,24,24,1,9.8,12.4
Weight Loss,Beginner,40,95,164,female,active,Core,Russian Twist,strength,2,12,0,24,2,3.5,12.2
Weight Loss,Beginner,40,95,164,female,active,Full Body,Kettlebell Swing,cardio,2,0,24,24,3,9.0,11.4
Weight Loss,Beginner,40,95,164,female,active,Legs,Leg Press,strength,2,12,0,24,4,5.0,17.4
Weight Loss,Advanced,35,109,164,female,light,Cardio,Box Jumps,cardio,3,0,36,36,1,10.0,32.7
Weight Loss,Advanced,35,109,164,female,light,Core,Crunches,strength,3,18,0,36,2,3.0,22.9
Weight Loss,Advanced,35,109,164,female,light,Full Body,Kettlebell Swing,cardio,3,0,36,36,3,9.0,29.4
Weight Loss,Advanced,35,109,164,female,light,Legs,Calf Raises,strength,3,18,0,36,4,2.5,19.1
Muscle Gain,Advanced,48,111,195,male,very_active,Chest,Push Up,strength,4,9,0,108,1,3.8,54.8
Muscle Gain,Advanced,48,111,195,male,very_active,Back,Deadlift,strength,4,9,0,108,2,6.0,86.6
Muscle Gain,Advanced,48,111,195,male,very_active,Legs,Squat,strength,4,9,0,108,3,6.0,86.6
Muscle Gain,Advanced,48,111,195,male,very_active,Shoulders,Lateral Raise,strength,4,9,0,108,4,3.0,43.3
Muscle Gain,Advanced,48,111,195,male,very_active,Arms,Skull Crushers,strength,4,9,0,108,5,3.5,50.5
Muscle Gain,Intermediate,37,117,199,female,moderate,Chest,Dips,strength,4,8,0,90,1,4.0,59.3
Muscle Gain,Intermediate,37,117,199,female,moderate,Back,Deadlift,strength,4,8,0,90,2,6.0,88.9
Muscle Gain,Intermediate,37,117,199,female,moderate,Legs,Calf Raises,strength,4,8,0,90,3,2.5,37.1
Muscle Gain,Intermediate,37,117,199,female,moderate,Shoulders,Overhead Press,strength,4,8,0,90,4,5.0,74.1
Muscle Gain,Intermediate,37,117,199,female,moderate,Arms,Bicep Curl,strength,4,8,0,90,5,3.0,44.5
Weight Loss,Intermediate,26,119,172,female,moderate,Cardio,Kettlebell Swing,cardio,3,0,30,30,1,9.0,26.8
Weight Loss,Intermediate,26,119,172,female,moderate,Core,Plank,strength,3,15,0,30,2,3.5,26.0
Weight Loss,Intermediate,26,119,172,female,moderate,Full Body,Clean and Press,cardio,3,0,30,30,3,9.0,26.8
Weight Loss,Intermediate,26,119,172,female,moderate,Legs,Lunges,strength,3,15,0,30,4,4.5,33.5
Weight Loss,Intermediate,34,114,199,male,active,Cardio,Mountain Climbers,cardio,3,0,30,30,1,8.0,22.8
Weight Loss,Intermediate,34,114,199,male,active,Core,Ab Wheel Rollout,strength,3,15,0,30,2,4.0,28.5
Weight Loss,Intermediate,34,114,199,male,active,Full Body,Clean and Press,cardio,3,0,30,30,3,9.0,25.7
Weight Loss,Intermediate,34,114,199,male,active,Legs,Lunges,strength,3,15,0,30,4,4.5,32.1
Weight Loss,Beginner,37,52,191,female,moderate,Cardio,Battle Ropes,cardio,2,0,24,24,1,10.0,6.9
Weight Loss,Beginner,37,52,191,female,moderate,Core,Ab Wheel Rollout,strength,2,12,0,24,2,4.0,7.6
Weight Loss,Beginner,37,52,191,female,moderate,Full Body,Thruster,cardio,2,0,24,24,3,9.5,6.6
Weight Loss,Beginner,37,52,191,female,moderate,Legs,Squat,strength,2,12,0,24,4,6.0,11.4
Weight Loss,Advanced,43,105,188,male,moderate,Cardio,Box Jumps,cardio,3,0,36,36,1,10.0,31.5
Weight Loss,Advanced,43,105,188,male,moderate,Core,Ab Wheel Rollout,strength,3,18,0,36,2,4.0,29.4
Weight Loss,Advanced,43,105,188,male,moderate,Full Body,Burpees,cardio,3,0,36,36,3,10.0,31.5
Weight Loss,Advanced,43,105,188,male,moderate,Legs,Calf Raises,strength,3,18,0,36,4,2.5,18.4
Weight Loss,Beginner,21,112,164,female,sedentary,Cardio,Kettlebell Swing,cardio,2,0,24,24,1,9.0,13.4
Weight Loss,Beginner,21,112,164,female,sedentary,Core,Russian Twist,strength,2,12,0,24,2,3.5,14.4
Weight Loss,Beginner,21,112,164,female,sedentary,Full Body,Clean and Press,cardio,2,0,24,24,3,9.0,13.4
Weight Loss,Beginner,21,112,164,female,sedentary,Legs,Romanian Deadlift,strength,2,12,0,24,4,5.0,20.5
Maintain Weight,Intermediate,50,64,161,female,moderate,Cardio,Running,cardio,3,0,30,60,1,9.8,15.7
Maintain Weight,Intermediate,50,64,161,female,moderate,Core,Ab Wheel Rollout,strength,3,12,0,60,2,4.0,20.5
Maintain Weight,Intermediate,50,64,161,female,moderate,Chest,Push Up,strength,3,12,0,60,3,3.8,19.5
Maintain Weight,Intermediate,50,64,161,female,moderate,Legs,Lunges,strength,3,12,0,60,4,4.5,23.0
Maintain Weight,Intermediate,50,64,161,female,moderate,Shoulders,Front Raise,strength,3,12,0,60,5,3.0,15.4
Maintain Weight,Intermediate,22,59,195,male,very_active,Cardio,Battle Ropes,cardio,3,0,30,60,1,10.0,14.8
Maintain Weight,Intermediate,22,59,195,male,very_active,Core,Russian Twist,strength,3,12,0,60,2,3.5,16.5
Maintain Weight,Intermediate,22,59,195,male,very_active,Chest,Incline Dumbbell Press,strength,3,12,0,60,3,4.5,21.2
Maintain Weight,Intermediate,22,59,195,male,very_active,Legs,Lunges,strength,3,12,0,60,4,4.5,21.2
Maintain Weight,Intermediate,22,59,195,male,very_active,Shoulders,Front Raise,strength,3,12,0,60,5,3.0,14.2
Maintain Weight,Intermediate,52,117,187,male,active,Cardio,Kettlebell Swing,cardio,3,0,30,60,1,9.0,26.3
Maintain Weight,Intermediate,52,117,187,male,active,Core,Russian Twist,strength,3,12,0,60,2,3.5,32.8
Maintain Weight,Intermediate,52,117,187,male,active,Chest,Incline Dumbbell Press,strength,3,12,0,60,3,4.5,42.1
Maintain Weight,Intermediate,52,117,187,male,active,Legs,Lunges,strength,3,12,0,60,4,4.5,42.1
Maintain Weight,Intermediate,52,117,187,male,active,Shoulders,Arnold Press,strength,3,12,0,60,5,4.0,37.4
Maintain Weight,Intermediate,29,90,179,female,moderate,Cardio,Burpees,cardio,3,0,30,60,1,10.0,22.5
Maintain Weight,Intermediate,29,90,179,female,moderate,Core,Leg Raises,strength,3,12,0,60,2,3.0,21.6
Maintain Weight,Intermediate,29,90,179,female,moderate,Chest,Cable Fly,strength,3,12,0,60,3,3.5,25.2
Maintain Weight,Intermediate,29,90,179,female,moderate,Legs,Lunges,strength,3,12,0,60,4,4.5,32.4
Maintain Weight,Intermediate,29,90,179,female,moderate,Shoulders,Lateral Raise,strength,3,12,0,60,5,3.0,21.6
Maintain Weight,Intermediate,37,60,186,female,moderate,Cardio,Box Jumps,cardio,3,0,30,60,1,10.0,15.0
Maintain Weight,Intermediate,37,60,186,female,moderate,Core,Leg Raises,strength,3,12,0,60,2,3.0,14.4
Maintain Weight,Intermediate,37,60,186,female,moderate,Chest,Push Up,strength,3,12,0,60,3,3.8,18.2
Maintain Weight,Intermediate,37,60,186,female,moderate,Legs,Calf Raises,strength,3,12,0,60,4,2.5,12.0
Maintain Weight,Intermediate,37,60,186,female,moderate,Shoulders,Front Raise,strength,3,12,0,60,5,3.0,14.4
Maintain Weight,Intermediate,45,70,172,male,active,Cardio,Box Jumps,cardio,3,0,30,60,1,10.0,17.5
Maintain Weight,Intermediate,45,70,172,male,active,Core,Ab Wheel Rollout,strength,3,12,0,60,2,4.0,22.4
Maintain Weight,Intermediate,45,70,172,male,active,Chest,Dips,strength,3,12,0,60,3,4.0,22.4
Maintain Weight,Intermediate,45,70,172,male,active,Legs,Squat,strength,3,12,0,60,4,6.0,33.6
Maintain Weight,Intermediate,45,70,172,male,active,Shoulders,Front Raise,strength,3,12,0,60,5,3.0,16.8
Maintain Weight,Advanced,46,96,184,male,light,Cardio,Cycling,cardio,3,0,36,72,1,7.5,21.6
Maintain Weight,Advanced,46,96,184,male,light,Core,Russian Twist,strength,3,14,0,72,2,3.5,28.6
Maintain Weight,Advanced,46,96,184,male,light,Chest,Incline Dumbbell Press,strength,3,14,0,72,3,4.5,36.7
Maintain Weight,Advanced,46,96,184,male,light,Legs,Squat,strength,3,14,0,72,4,6.0,49.0
Maintain Weight,Advanced,46,96,184,male,light,Shoulders,Arnold Press,strength,3,14,0,72,5,4.0,32.6
Maintain Weight,Beginner,32,108,157,female,sedentary,Cardio,Battle Ropes,cardio,2,0,24,48,1,10.0,14.4
Maintain Weight,Beginner,32,108,157,female,sedentary,Core,Russian Twist,strength,2,9,0,48,2,3.5,18.3
Maintain Weight,Beginner,32,108,157,female,sedentary,Chest,Incline Dumbbell Press,strength,2,9,0,48,3,4.5,23.5
Maintain Weight,Beginner,32,108,157,female,sedentary,Legs,Calf Raises,strength,2,9,0,48,4,2.5,13.0
Maintain Weight,Beginner,32,108,157,female,sedentary,Shoulders,Face Pull,strength,2,9,0,48,5,3.0,15.7
Muscle Gain,Intermediate,43,118,161,male,very_active,Chest,Bench Press,strength,4,8,0,90,1,5.0,74.7
Muscle Gain,Intermediate,43,118,161,male,very_active,Back,Lat Pulldown,strength,4,8,0,90,2,3.5,52.3
Muscle Gain,Intermediate,43,118,161,male,very_active,Legs,Romanian Deadlift,strength,4,8,0,90,3,5.0,74.7
Muscle Gain,Intermediate,43,118,161,male,very_active,Shoulders,Overhead Press,strength,4,8,0,90,4,5.0,74.7
Muscle Gain,Intermediate,43,118,161,male,very_active,Arms,Skull Crushers,strength,4,8,0,90,5,3.5,52.3
Muscle Gain,Beginner,53,87,191,female,sedentary,Chest,Push Up,strength,3,6,0,72,1,3.8,29.8
Muscle Gain,Beginner,53,87,191,female,sedentary,Back,Pull Up,strength,3,6,0,72,2,5.0,39.1
Muscle Gain,Beginner,53,87,191,female,sedentary,Legs,Romanian Deadlift,strength,3,6,0,72,3,5.0,39.1
Muscle Gain,Beginner,53,87,191,female,sedentary,Shoulders,Face Pull,strength,3,6,0,72,4,3.0,23.5
Muscle Gain,Beginner,53,87,191,female,sedentary,Arms,Skull Crushers,strength,3,6,0,72,5,3.5,27.4
Muscle Gain,Advanced,53,62,172,male,very_active,Chest,Bench Press,strength,4,9,0,108,1,5.0,40.3
Muscle Gain,Advanced,53,62,172,male,very_active,Back,Seated Cable Row,strength,4,9,0,108,2,3.5,28.2
Muscle Gain,Advanced,53,62,172,male,very_active,Legs,Calf Raises,strength,4,9,0,108,3,2.5,20.2
Muscle Gain,Advanced,53,62,172,male,very_active,Shoulders,Front Raise,strength,4,9,0,108,4,3.0,24.2
Muscle Gain,Advanced,53,62,172,male,very_active,Arms,Skull Crushers,strength,4,9,0,108,5,3.5,28.2
Weight Loss,Beginner,48,70,181,male,very_active,Cardio,Kettlebell Swing,cardio,2,0,24,24,1,9.0,8.4
Weight Loss,Beginner,48,70,181,male,very_active,Core,Crunches,strength,2,12,0,24,2,3.0,7.7
Weight Loss,Beginner,48,70,181,male,very_active,Full Body,Kettlebell Swing,cardio,2,0,24,24,3,9.0,8.4
Weight Loss,Beginner,48,70,181,male,very_active,Legs,Romanian Deadlift,strength,2,12,0,24,4,5.0,12.8
Muscle Gain,Beginner,24,117,191,female,moderate,Chest,Bench Press,strength,3,6,0,72,1,5.0,52.6
Muscle Gain,Beginner,24,117,191,female,moderate,Back,Pull Up,strength,3,6,0,72,2,5.0,52.6
Muscle Gain,Beginner,24,117,191,female,moderate,Legs,Leg Press,strength,3,6,0,72,3,5.0,52.6
Muscle Gain,Beginner,24,117,191,female,moderate,Shoulders,Arnold Press,strength,3,6,0,72,4,4.0,42.1
Muscle Gain,Beginner,24,117,191,female,moderate,Arms,Concentration Curl,strength,3,6,0,72,5,2.8,29.5
Maintain Weight,Advanced,34,57,199,male,active,Cardio,Jump Rope,cardio,3,0,36,72,1,12.3,21.0
Maintain Weight,Advanced,34,57,199,male,active,Core,Russian Twist,strength,3,14,0,72,2,3.5,17.0
Maintain Weight,Advanced,34,57,199,male,active,Chest,Push Up,strength,3,14,0,72,3,3.8,18.4
Maintain Weight,Advanced,34,57,199,male,active,Legs,Calf Raises,strength,3,14,0,72,4,2.5,12.1
Maintain Weight,Advanced,34,57,199,male,active,Shoulders,Lateral Raise,strength,3,14,0,72,5,3.0,14.5
Maintain Weight,Advanced,34,119,161,female,sedentary,Cardio,Burpees,cardio,3,0,36,72,1,10.0,35.7
Maintain Weight,Advanced,34,119,161,female,sedentary,Core,Russian Twist,strength,3,14,0,72,2,3.5,35.4
Maintain Weight,Advanced,34,119,161,female,sedentary,Chest,Dips,strength,3,14,0,72,3,4.0,40.5
Maintain Weight,Advanced,34,119,161,female,sedentary,Legs,Squat,strength,3,14,0,72,4,6.0,60.7
Maintain Weight,Advanced,34,119,161,female,sedentary,Shoulders,Face Pull,strength,3,14,0,72,5,3.0,30.3
Weight Loss,Beginner,49,109,160,female,moderate,Cardio,Cycling,cardio,2,0,24,24,1,7.5,10.9
Weight Loss,Beginner,49,109,160,female,moderate,Core,Ab Wheel Rollout,strength,2,12,0,24,2,4.0,16.0
Weight Loss,Beginner,49,109,160,female,moderate,Full Body,Thruster,cardio,2,0,24,24,3,9.5,13.8
Weight Loss,Beginner,49,109,160,female,moderate,Legs,Squat,strength,2,12,0,24,4,6.0,24.0
Weight Loss,Advanced,43,97,197,male,active,Cardio,Battle Ropes,cardio,3,0,36,36,1,10.0,29.1
Weight Loss,Advanced,43,97,197,male,active,Core,Plank,strength,3,18,0,36,2,3.5,23.8
Weight Loss,Advanced,43,97,197,male,active,Full Body,Burpees,cardio,3,0,36,36,3,10.0,29.1
